assignee_id,disambig_assignee_organization,blockchain_patent_count,is_bank,canonical_bank_name,parent_bank_group,is_us_top50_candidate,us_top50_rank,us_top50_bank_name,match_type,confidence,evidence,review_note,ambiguity_note,acquired_via
2304b5cc-d525-4610-8ce9-60ea82912422,,3,0,,,0,,,CONTEXTUAL,HIGH,PatentsView g_assignee_disambiguated shows individual assignee (assignee_type=4) named 'Noel Guillama'.,"Resolved as NON_BANK: individual assignee, not a bank entity.","Previously ambiguous; resolved as NON_BANK individual assignee (type=4, name=Noel Guillama).",
a917ebc7-c565-4060-a0e7-394db6634f8b,,3,0,,,0,,,CONTEXTUAL,HIGH,PatentsView g_assignee_disambiguated shows individual assignee (assignee_type=4) named 'Eugenia R. Miller'.,"Resolved as NON_BANK: individual assignee, not a bank entity.","Previously ambiguous; resolved as NON_BANK individual assignee (type=4, name=Eugenia R. Miller).",
e4258afa-d3e1-4952-a227-9e593a1c127d,,3,0,,,0,,,CONTEXTUAL,HIGH,PatentsView g_assignee_disambiguated shows individual assignee (assignee_type=4) named 'David Beberman'.,"Resolved as NON_BANK: individual assignee, not a bank entity.","Previously ambiguous; resolved as NON_BANK individual assignee (type=4, name=David Beberman).",
e2c44c87-806f-445a-89da-9c274edffc71,"ACER CLOUD TECHNOLOGY, INC.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
e5c0b383-f8a6-4dbb-a77e-0e6b74d644bf,ACER INCORPORATED,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
809abc37-2647-4593-9a4f-b4b057cda674,"AON RISK SERVICES, INC. OF MARYLAND",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
bd67ef03-9ef0-494a-95d9-090b65e3edf6,AT&T Global Network Services Hong Kong LTD,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
8cb26f71-ce0c-417b-af1f-6f0b1ed05556,"AVILA TECHNOLOGY, LLC",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
7ea02703-308c-46e9-9ebf-d8c4794d2ec4,Anchain.ai Inc.,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
902263d5-aeef-4644-97f8-984fe01ae9eb,"Ares Technologies, Inc.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
a401036b-6a3a-4c8b-ac43-f4684dba7006,Arm Limited,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
26fdd45a-55e6-4189-ab83-a025a2994ce9,"Arrowhead Center, Inc.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
c639fa17-6bb2-461a-94c6-6b817cf5c23a,Attestiv Inc.,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
0cee274d-82b8-441e-9d31-e94c1d3da35b,"Auradine, Inc.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
b81b807e-fd43-4d18-9701-afaa0c76645c,Avaya Management L.P.,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
284e109f-badc-426f-846d-2d88662118b3,BEIJING UNIVERSITY OF POSTS AND TELECOMMUNICATIONS,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
5c4aa5f4-33f1-4652-b9b4-ccfeb414800e,BOARD OF TRUSTEES OF MICHIGAN STATE UNIVERSITY,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
b4cc15b3-1d90-4c56-bf91-ebe9843b5301,"Banco Bilbao Vizcaya Argentaria, S.A.",3,1,BBVA,"Banco Bilbao Vizcaya Argentaria, S.A.",0,,,ALIAS,HIGH,Matched bank alias pattern: \b(bbva|banco\s+bilbao\s+vizcaya\s+argentaria)\b,Mapped as bank-related entity.,,
394e97e1-1026-45e4-962e-1ca47269d1d4,Banjo Corporation,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
b98760ef-226b-4e58-9a9c-2a000436c164,Battelle Memorial Institute,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
74279055-fb05-494f-8d81-deca52b48d1e,Bell Identification B.V.,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
c41970fe-a608-4502-b719-99e0c9fa54dc,Bitclave Pte. Ltd.,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
dee0423f-8c0f-487d-86dc-08b478453c79,"BlockSafe Technologies, Inc.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
8a74b676-6d7d-4269-b9bc-dc71f5ed2ec1,"Blockchain Integrated Partners, LLC",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
b0ef23cf-b605-4f4c-838a-3c7cb8db1314,"Blockchains, Inc.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
3997e983-0063-41c4-a99a-7fc04e21f3bf,CELO FOUNDATION,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
b5ad4432-969d-4d62-afff-b990f081cdc0,CHINA INTERNET NETWORK INFORMATION CENTER,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
9939176d-896a-4c67-ab59-4e56dba768fd,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PVT. LTD.,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
9acd073a-46cf-4904-8f2a-bf4c3653bf9d,Caerus Institute LLC,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
919f665e-9dda-4247-83ab-268acfd1ba18,"Carlsmed, Inc.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
517188bb-73c3-4b44-a9f5-bcfa25dcfeda,"Carvana, LLC",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
6ba1e32e-d5e3-431d-8633-f1f85c7018af,Ceres Coin LLC,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
7519b522-38f5-4fa6-88da-08fce6206ea1,"Change Healthcare Holdings, LLC",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
87a9e0c4-9365-4f53-a8e1-20299c850c81,Ciena Corporation,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
3240aa49-f912-4a71-b93b-7c97d90ac1a5,"Clarovia Holdings, LLC",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
14340d14-fd23-4099-874b-e864b1ff8566,"CloudMinds Robotics Co., Ltd.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
78661a63-ee99-489b-93ec-9b231ba346fb,Cobra Golf Incorporated,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
47397053-876a-432b-b8b8-cf1e88eba9d4,Concord Technologies Inc.,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
9e702b71-fdc3-4777-b564-daec2cf3b740,"Conduent Business Services, LLC",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
22c266cc-ec32-4d67-9563-46b5e93c846f,Core Scientific Operating Company,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
3d13fbe5-5120-4a3d-9731-f772e4dff2cf,Cornell University,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
bbb8f999-0303-427f-8c60-b71219b95bf8,Crediot Inc.,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
8d0d110f-154b-4982-b61c-ce4c6882427a,"DATA ALLIANCE CO., LTD.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
35688f67-5442-4852-97b4-d98776959025,"DATA VAULT HOLDINGS, INC.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
cb70b09f-0bb7-4397-bb64-e0886f3449b4,"DATCHAT, INC.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
66ecc5a3-31f5-4090-a641-ebd3ba39c2ee,"DEARBORN FINANCIAL, INC.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
e1e9fa0e-3e9f-497a-b7c4-cc8dfb5808ce,"DRAGONCHAIN, INC.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
30e2ec47-c92d-47c2-b3a8-62d0fc7ec899,"Eight Plus Ventures, LLC",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
f87a6aa4-88de-4d82-bca8-f2ad03e8a25a,Endress+Hauser SE+Co. KG,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
3be622de-be8f-4238-b02a-dedd5ccaafd3,Entefy Inc.,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
b0ff855d-b92c-475f-9249-5db2aec0ca98,Ernst & Young U.S. LLP,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
cc4c6259-d674-429f-9352-a51cef186be1,"FEITIAN TECHNOLOGIES CO., LTD.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
cfc27850-d4df-43c9-ac40-140011db703b,FUJIFILM Business Innovation Corp.,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
0a0f466c-ed8a-470c-89bd-522b306ba18b,"FaceTec, Inc.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
3e9db1d7-ee9e-4dac-9feb-5aa7c5b561cc,Fall Guy LLC,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
a8ab0e36-0260-428c-8924-d9fc6512d3a9,"FirstBlood Technologies, Inc.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
e59ac386-d909-42a8-9d88-f42e89ce5c8a,Fiske Software LLC,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
605facc2-38f9-4cfc-bc26-a624171fe6da,Flexa Network Inc.,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
3f4f8e75-330e-45aa-a39f-362a1116af1e,"Flowency, LLC",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
fda20691-d391-4584-81d8-0be20bbc34d3,"FortifID, Inc.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
f8c3a374-87d5-4b25-9b69-93cfbc18a70c,"GEOVERSE, LLC",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
873d73e9-1b90-4091-b9e4-6e9de54a3a8f,GUANGDONG UNIVERSITY OF TECHNOLOGY,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
21186cdb-4dee-4c03-8538-b31e45ed7990,GVE Ltd.,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
419b080e-deb6-4ad7-87b5-5ecb0f832d35,Galaxy Digital Trading LLC,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
badb41bd-e149-44c4-b189-e49cd6392462,Gleipnir Technologies LLC,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
2dba73b4-8e0c-4f82-98b1-8e938850b88a,"Gordon*Howard Associates, Inc.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
179d06bc-2f1e-4edc-aadc-b3e1649f5dce,HCL Technologies Limited,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
f6921890-fd0a-4fc7-a437-4faee7ac5de2,"HEALTH ALLIANCE MANAGEMENT, LLC",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
a353ca42-cd77-4d3b-b2e9-db291e6f143a,"HUAWEI CLOUD COMPUTING TECHNOLOGIES CO., LTD.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
d28dbe5d-9678-4499-aa4c-2e14661a044c,HYUNDAI MOTOR COMPANY,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
b111ad35-bbd6-460d-b25d-accb984fc366,"Hausman Properties, LLC",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
ea2432d3-50c4-4358-804e-f2385ba5ca4a,Hestia Heating Incorporated,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
c46c5ff5-48a0-4fdc-ace5-870820e37c8c,"INDUSTRY-ACADEMIC COOPERATION FOUNDATION, YONSEI UNIVERSITY",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
7b64f6e7-d5a8-4dd1-b366-17d71f9c8c3a,INJE UNIVERSITY INDUSTRY-ACADEMIC COOPERATION FOUNDATION,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
047b2bd7-faf3-44ec-9b0d-f46553c98aa0,INSTITUTE FOR INFORMATION INDUSTRY,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
369a39ef-449f-43e8-81a9-0045a8ec14d4,ISARA Corporation,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
9f07a58e-9a3f-49e7-8c3f-1d2b5e5275c9,International Trust Machines Corporation,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
16436c16-9a41-48bc-a9c4-31c6bb887e2a,Jura Pentium AG,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
9956eda2-6eee-472b-8f84-62d0074cdb37,LOGIN ID INC.,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
396482f5-1011-486c-a800-c6308cdd6ce1,"Latency, LLC",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
1eb3ea1c-f27f-492c-9dd7-9bddc1513f35,"LendingClub Bank, National Association",3,1,LendingClub,LendingClub Corp.,0,,,ALIAS,HIGH,Matched bank alias pattern: \blendingclub\s+bank\b,Mapped as bank-related entity.,,
0220b2f1-9e88-4d44-a40d-d5c12774c74e,Line Plus Corporation,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
efd1fa06-32c3-4a2d-9e80-b254d484c047,Localcoin Ltd.,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
c2ee997f-0639-4dec-a2b0-dc5462d19de7,Lucas GC Limited,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
a40959f2-c4cf-4ec6-a8c7-90c4975ff5c7,"MARA Holdings, Inc.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
2b90167f-6431-4134-aaa5-fdad7ad7515b,"METABORA CO., LTD.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
ed9c8030-af82-4caa-93e6-fc28ed5d0f6e,MOCANA CORPORATION,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
407952f9-8d30-4157-b7e1-6001f2842739,"MUTUALINK, INC.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
c2394770-7b20-4a07-830d-68a9b401f1ce,"MYDREAM INTERACTIVE, INC.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
3786790e-0c51-4729-b2d9-b714f734908c,Marvell International Ltd.,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
3c1c8ea3-5cc8-4c8e-aa5c-bdc8346ee5ae,Mercedes-Benz Group AG,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
0d150a29-22c7-4a73-ada5-d7f7b5516b34,Merck Sharp & Dohme LLC,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
03440ed0-564d-4298-9c0c-86b6db073eaa,Mettler-Toledo (Changzhou) Precision Instruments Ltd.,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
c39fa694-13cb-4bf8-a03a-53b67b38b8c7,"Mettler-Toledo International Trading (Shanghai) Co., Ltd.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
bed839bd-e5f4-4a6c-a5b2-1a138cc4cac5,"Mox-SpeedChain, LLC",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
291405e9-8139-424e-b38b-b33b2005f16c,"NATIONAL CURRENCY TECHNOLOGIES, INC.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
df63ec1e-ba22-4a7d-b5d8-72b6e957ca24,NCR Atleos Corporation,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
2586ab9a-b32c-4c93-9396-719f6d081dbf,NEW YORK UNIVERSITY,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
253d0062-6d08-4098-bb49-b7c7cc29c718,NICE LTD.,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
1cb06ba2-a6d7-492b-81d8-b512b382d98b,NORTH PEAK RESOURCES LTD.,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
a12be83c-f0d5-4ee8-8ee3-6f2377aab30c,NORTONLIFELOCK INC.,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
f0925a5c-d220-4e0a-bf17-fd34398f991f,"NXM Labs, Inc.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
eabee999-8773-4716-908b-b2d176a4d529,"Neone, Inc.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
18b5579f-ed8a-4210-acf6-6ac260068b30,NetIQ Corporation,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
98df29e1-75ab-4d89-b465-ecccfb2a2753,"Netskrt Systems, Inc.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
a55b6050-de51-4717-be28-9e175449de22,ORACLE FINANCIAL SERVICES SOFTWARE LIMITED,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
06280fa0-0008-4130-a85e-bdaca6a4c70c,OTIS ELEVATOR COMPANY,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
9c2dad4d-765d-4735-94da-464f78d0706f,"PELOTON INTERACTIVE, INC.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by residual review against the current blockchain assignee list.,,
475fa2e6-0ace-4e6a-b418-ed329b677e12,"PencilData, Inc.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
a6fb33f5-d00c-46de-8568-87a9118a6780,Postech Research and Business Development Foundation,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
9f43b00e-9c80-478a-aa45-716fc0c854e9,Proclus Technologies Limited,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
e21fdef5-f9b7-4eb1-bc8b-395cc571e2dc,"Protocol Labs, Inc.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
f83c2b3b-1413-4a70-b677-7013ebaa7fe4,QED-it Systems Ltd.,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
526234ae-4c7d-4517-8020-6fbc4802969b,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
9869f621-59bc-474a-9b6e-2ea9a27e080b,"RICOH COMPANY, LTD.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
83aba5d3-9180-4154-88d1-0fbb29644eaf,Reliance Jio Infocomm Limited,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
1d6a38d1-6bea-48e0-965c-50840598d715,"Rubrik, Inc.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
e9a4e8c7-0f34-4978-9014-3f2a711c1b6b,"SENSORIANT, INC.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
a42a72c5-a096-42e2-ad9a-61d871e55229,SHAPESHIFT AG,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
5271836d-7a1f-4f97-ba50-b15063f74bfa,"SHENZHEN MICROBT ELECTRONICS TECHNOLOGY CO., LTD.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
3edc5277-5925-4de4-83bb-299b576b23d9,SNAP INC.,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
bd4fbc9e-e754-412b-aae4-9009a9f39b8e,SOURCE INC.,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
8b7a5155-84db-449c-af97-c1e3c98b4e2c,"Safeflights, Inc.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
3f385787-184e-4e06-8784-6a539dd55e1c,"Salt Blockchain, Inc.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
535244b0-f218-4c32-83c1-c0c774861526,Schneider Electric Industries SAS,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
86cc0a94-0e15-478a-994a-117487783e7a,"Schvey, Inc.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
e4b8ea76-5a07-45b3-8d4c-4886b45109a0,"Shanghai NanoJClean Technology Co., Ltd.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
310f6ea6-9020-4a39-a649-680c76540cd4,"Silver Rocket Data Technology (Shanghai) Co., Ltd.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
b00c5f77-917e-4b9a-b88a-fc499f82e5c2,Sogang University Research Foundation,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
1452110d-cff2-4894-9f8e-1d049e2e8494,"SquareLink, Inc.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
38c3056c-7d39-40da-a0c8-21dc61ec4d82,State Grid Corporation of China,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
d8a9b8db-5156-44d1-afc1-92eefe8a5d75,"State Grid Digital Technology Holding CO., LTD.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
9eeb73d3-2614-42b1-b1e7-704df18abe57,"TALIWARE, INC.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
61cb3634-8e90-4c70-aeb8-9c0f073e9de2,THE UNIVERSITY OF AKRON,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
a60f38d2-f2d5-4f86-bd72-5840b4cff1ab,TOSHIBA TEC KABUSHIKI KAISHA,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
c4a4b482-8d85-4d7d-b23b-96e33e63fdc5,"TOYOTA MOTOR ENGINEERING & MANUFACTURING NORTH AMERICA, INC.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
cac2817e-e370-47e4-8fc2-6cd45027d398,"Tenet 3, LLC",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
b886079b-2bc8-46a1-8860-cd7b775aac3a,Tintra 3.0 Limited,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
b0ca269b-93c4-44f9-a5f9-6db10030dfd2,Tracer Detection Technology Corp.,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
14dd8768-5722-4b3f-9fa9-46392fa293fe,"Truveris, Inc.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
701ed39e-3193-4a84-b9ad-4b1e5891554d,"UNIFIED SENTINEL DATA NETWORKS, LLC",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
07d5fc87-34eb-4658-a123-169fc020d5cc,Unisys Corporation,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
a1cebcd0-7b31-45bc-a66e-bedc29240e18,VOLVO CAR CORPORATION,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
827dc753-8b36-4034-8313-1ffa5d678eba,"Valassis Communications, Inc.",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
556eee01-f2ed-4abf-ab01-6e57df821f72,"VeChain Global Technology, S.AR.L",3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
0de086c0-f6bf-427a-a5b2-0fdb0ad9ad2e,VeriTX Corp.,3,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
